time,drops_per_sec,total_drops,remaining_volume
89,2.303388108665781,176.55141303284165,491.1724293483579
90,2.0032530171645724,178.55466605000623,491.0722666974997
91,2.451506349273977,181.00617239928022,490.949691380036
92,2.363291525762549,183.36946392504277,490.83152680374786
93,2.2312221275994673,185.60068605264223,490.7199656973679
94,1.9250480139521293,187.52573406659437,490.6237132966703
95,1.5142137001457585,189.0399477667401,490.548002611663
96,2.331500393705747,191.37144816044585,490.4314275919777
97,2.394130341635233,193.7655785020811,490.31172107489596
98,1.719886949318243,195.48546545139934,490.22572672743
99,2.294621425174176,197.7800868765735,490.1109956561713
100,1.734939510230709,199.5150263868042,490.0242486806598
101,2.241078917919511,201.75610530472372,489.91219473476383
102,2.110856341760922,203.86696164648464,489.80665191767577
103,2.0329959792793533,205.899957625764,489.7050021187118
104,2.2234914038568037,208.1234490296208,489.59382754851896
105,1.989673007998927,210.11312203761972,489.49434389811904
106,1.8499434670250685,211.9630655046448,489.4018467247678
107,1.8032441803950499,213.76630968503983,489.311684515748
108,1.510881000218271,215.2771906852581,489.2361404657371
109,2.1489369356108834,217.42612762086898,489.12869361895656
110,2.4715074128225005,219.89763503369147,489.0051182483154
111,1.5602709845578617,221.45790601824933,488.9271046990875
112,2.2215548275044203,223.67946084575377,488.8160269577123
113,2.372935641823577,226.05239648757734,488.6973801756211
114,1.5365618655174256,227.58895835309477,488.6205520823453
115,1.6726536668518748,229.26161201994665,488.53691939900267
116,1.9862535790281703,231.2478655989748,488.43760672005124
117,1.7300667367860074,232.9779323357608,488.351103383212
118,1.6010142388483248,234.57894657460915,488.27105267126956
119,2.0752536601423452,236.6542002347515,488.16728998826244
120,2.39704340850083,239.05124364325232,488.04743781783736
121,1.557606097773757,240.60884974102606,487.9695575129487
122,1.8202619881647157,242.42911172919077,487.87854441354045
123,2.397410801020323,244.8265225302111,487.75867387348944
124,1.568895612431451,246.39541814264254,487.6802290928679
125,1.5200386492108648,247.91545679185342,487.60422716040733
126,2.22420931565943,250.13966610751285,487.4930166946244
127,2.089492573793564,252.22915868130642,487.3885420659347
128,1.9899596203215328,254.21911830162796,487.2890440849186
129,2.146966479895426,256.3660847815234,487.18169576092384
130,2.054378025426784,258.4204628069502,487.07897685965247
131,2.072512181195407,260.4929749881456,486.9753512505927
132,1.8781592019211204,262.3711341900667,486.8814432904967
133,2.297687510439632,264.6688217005063,486.76655891497467
134,1.873053076548501,266.54187477705483,486.67290626114726
135,1.854432377553385,268.3963071546082,486.5801846422696
136,1.7018041599378555,270.0981113145461,486.4950944342727
137,2.088478956667957,272.1865902712141,486.3906704864393
138,1.8182393381009279,274.004829609315,486.29975851953424
139,1.5405002990254832,275.5453299083405,486.22273350458295
140,2.3814452993131927,277.9267752076537,486.10366123961734
141,1.583941733085811,279.5107169407395,486.02446415296305
142,1.839812934693631,281.3505298754331,485.93247350622835
143,2.165189614018617,283.5157194894517,485.8242140255274
144,1.6244274770839384,285.14014696653567,485.7429926516732
145,1.6041246677733199,286.744271634309,485.66278641828455
146,2.389910673383912,289.13418230769287,485.5432908846154
147,2.083626580627107,291.21780888831995,485.439109555584
148,1.7297812960919208,292.94759018441187,485.35262049077943
149,2.4968559347240644,295.44444611913593,485.2277776940432
150,1.957546396675491,297.4019925158114,485.12990037420946
151,2.2391235249112675,299.6411160407227,485.01794419796386
152,2.3830923708318084,302.0242084115545,484.89878957942227
153,1.8310988943676838,303.8553073059222,484.8072346347039
154,1.5117765986504703,305.36708390457267,484.73164580477135
155,1.739863162108242,307.1069470666809,484.644652646666
156,2.248309705248917,309.3552567719298,484.5322371614035
157,1.93924000196948,311.2944967738993,484.435275161305
158,2.3783724790665044,313.6728692529658,484.3163565373517
159,1.5830895066639914,315.25595875962983,484.2372020620185
160,2.4505890960225143,317.70654785565233,484.11467260721736
161,2.4112965567399063,320.11784441239223,483.9941077793804
162,2.270197395035022,322.38804180742727,483.88059790962865
163,1.6084459036322962,323.99648771105956,483.800175614447
164,2.3389195028807794,326.33540721394036,483.68322963930297
165,2.2689740904883173,328.60438130442867,483.5697809347786
166,1.8448381196472914,330.449219424076,483.4775390287962
167,1.9113343642248546,332.3605537883008,483.38197231058496
168,2.2149786850189335,334.57553247331975,483.27122337633404
169,2.2432548228157665,336.8187872961355,483.1590606351932
170,1.8254492868066126,338.6442365829421,483.0677881708529
171,1.7263322970796073,340.37056888002166,482.9814715559989
172,1.9001867215750834,342.27075560159676,482.8864622199202
173,2.174446846994921,344.44520244859166,482.7777398775704
174,2.498822709774004,346.94402515836566,482.6527987420817
175,1.7788681897538483,348.7228933481195,482.563855332594
176,1.7045312549359202,350.42742460305544,482.4786287698472
177,2.107524240328141,352.5349488433836,482.3732525578308
178,1.7880031365070175,354.3229519798906,482.28385240100545
179,1.6133507533459017,355.9363027332365,482.20318486333815
180,2.4961262746656696,358.43242900790216,482.0783785496049
181,1.7765794303867921,360.20900843828895,481.98954957808553
182,1.8037888355127203,362.01279727380165,481.8993601363099
183,1.7198305918208732,363.73262786562253,481.8133686067189
184,1.5431355785004013,365.27576344412296,481.73621182779385
185,2.408398226931925,367.6841616710549,481.6157919164473
186,2.483212785623613,370.1673744566785,481.49163127716605
187,2.1265639248031434,372.2939383814816,481.3853030809259
188,2.1521891011242853,374.4461274826059,481.2776936258697
189,2.374071606449372,376.8201990890553,481.1589900455472
190,2.351428609595532,379.1716276986508,481.04141861506747
191,1.7066577874482207,380.878285486099,480.95608572569506
192,2.168815755463811,383.0471012415628,480.84764493792187
193,2.0657917919628095,385.1128930335256,480.7443553483237
194,2.15680958829879,387.2697026218244,480.63651486890876
195,1.8209810544722342,389.09068367629663,480.5454658161852
196,2.298215128333732,391.38889880463034,480.4305550597685
197,1.9929447580636552,393.381843562694,480.3309078218653
198,2.2079040965960863,395.5897476592901,480.2205126170355
199,1.568818950421936,397.158566609712,480.1420716695144
200,1.9295435703158792,399.0881101800279,480.0455944909986
201,1.7443377994850666,400.832447979513,479.9583776010243
202,1.580099150863206,402.4125471303762,479.8793726434812
203,2.418847676023364,404.83139480639954,479.75843025968004
204,1.7342844034679925,406.56567920986754,479.67171603950663
205,1.9116627859123052,408.47734199577985,479.576132900211
206,1.5463715330938146,410.02371352887366,479.4988143235563
207,1.5494339556574448,411.5731474845311,479.42134262577343
208,2.475760306083827,414.0489077906149,479.29755461046926
209,2.322511003546876,416.3714187941618,479.1814290602919
210,2.1780895211389226,418.5495083153007,479.07252458423494
211,2.430943116325623,420.98045143162636,478.9509774284187
212,2.191154826777197,423.1716062584036,478.8414196870798
213,2.3218406415865873,425.49344689999015,478.7253276550005
214,2.4718490866406335,427.9652959866308,478.6017352006685
215,1.9391760994052611,429.90447208603604,478.5047763956982
216,1.5343811409102175,431.43885322694626,478.4280573386527
217,2.3958535891039605,433.83470681605024,478.3082646591975
218,1.7420158049315169,435.57672262098174,478.2211638689509
219,2.159593399504168,437.7363160204859,478.1131841989757
220,2.364249563745065,440.100565584231,477.99497172078844
221,1.91810354860392,442.01866913283493,477.89906654335823
222,2.221089854080527,444.23975898691543,477.78801205065423
223,2.3830814330267045,446.6228404199421,477.6688579790029
224,1.8301580282238927,448.452998448166,477.5773500775917
225,2.254290936984459,450.70728938515043,477.4646355307425
226,1.6783758101811268,452.38566519533157,477.3807167402334
227,1.598068720988036,453.9837339163196,477.30081330418403
228,2.4189890080489116,456.4027229243685,477.17986385378157
229,1.9348793687600894,458.3376022931286,477.0831198853436
230,2.3949171700212517,460.73251946314986,476.96337402684253
231,2.02729010620298,462.75980956935285,476.86200952153234
232,2.3849383327535527,465.1447479021064,476.74276260489466
233,2.2163861293042904,467.3611340314107,476.63194329842946
234,1.5848073176839674,468.94594134909465,476.5527029325453
235,2.183577467333196,471.12951881642783,476.4435240591786
236,1.8587071205379895,472.9882259369658,476.3505887031517
237,1.8904483266228929,474.8786742635887,476.25606628682056
238,1.5171080567692081,476.3957823203579,476.1802108839821
239,2.4394117992081115,478.83519411956604,476.0582402940217
240,2.4264813060933044,481.26167542565935,475.93691622871705
241,2.359653250910645,483.62132867657,475.8189335661715
242,1.7085194874691252,485.3298481640391,475.73350759179806
243,1.9479699744919854,487.2778181385311,475.63610909307346
244,2.2777072826320888,489.55552542116317,475.52222372894187
245,1.8103506440194161,491.3658760651826,475.4317061967409
246,2.1000638076751414,493.46593987285775,475.3267030063571
247,2.0237039300395425,495.48964380289726,475.22551780985515
248,1.9668450476616783,497.4564888505589,475.12717555747207
249,2.355086296761158,499.81157514732007,475.009421242634
250,1.866592997836341,501.6781681451564,474.9160915927422
251,1.7523645110764727,503.43053265623286,474.82847336718834
252,1.716318711131907,505.1468513673648,474.74265743163176
253,1.8225903126176428,506.9694416799824,474.6515279160009
254,2.3812624639360807,509.3507041439185,474.5324647928041
255,2.144241657633008,511.4949458015515,474.4252527099224
256,1.961634329087976,513.4565801306395,474.32717099346803
257,1.9597516723725819,515.4163318030121,474.2291834098494
258,2.0313412629563166,517.4476730659684,474.1276163467016
259,1.5227214661946415,518.970394532163,474.05148027339186
260,1.9644561043212176,520.9348506364843,473.95325746817576
261,2.3989965890320137,523.3338472255163,473.8333076387242
262,2.1843342290759358,525.5181814545922,473.72409092727037
263,2.1604098104671805,527.6785912650594,473.616070436747
264,2.1825657485500787,529.8611570136095,473.5069421493195
265,2.2114780526308953,532.0726350662404,473.396368246688
266,2.3182865896966796,534.3909216559371,473.28045391720315
267,1.5373219891659726,535.9282436451031,473.20358781774485
268,2.150387318477228,538.0786309635803,473.096068451821
269,2.164019277520506,540.2426502411008,472.987867487945
270,2.0528448354380764,542.2954950765389,472.88522524617304
271,1.7380468224766161,544.0335418990155,472.79832290504925
272,1.5405464748266162,545.5740883738422,472.7212955813079
273,2.2882454874657063,547.8623338613079,472.6068833069346
274,2.199253294543775,550.0615871558516,472.49692064220744
275,1.9131983074351608,551.9747854632868,472.40126072683563
276,1.6195383585988066,553.5943238218856,472.32028380890574
277,2.37022656453931,555.9645503864249,472.20177248067876
278,2.2029946803426896,558.1675450667676,472.09162274666164
279,2.4971937491075,560.6647388158751,471.96676305920624
280,2.038639829858349,562.7033786457334,471.86483106771334
281,1.5181091364354615,564.2214877821689,471.78892561089157
282,1.926423887468039,566.1479116696369,471.6926044165182
283,1.9162974815818794,568.0642091512187,471.59678954243907
284,2.2392122560945245,570.3034214073133,471.4848289296343
285,1.6956666462638474,571.9990880535771,471.40004559732114
286,2.325760417149591,574.3248484707267,471.28375757646364
287,1.571788065790324,575.896636536517,471.2051681731742
288,2.4104853441858394,578.3071218807029,471.08464390596487
289,1.5574110788239772,579.8645329595269,471.00677335202363
290,1.9181936961270227,581.7827266556538,470.9108636672173
291,1.5586600953606196,583.3413867510145,470.83293066244926
292,1.9752483808038725,585.3166351318184,470.7341682434091
293,1.6100258688621731,586.9266610006806,470.65366694996595
294,1.8653856682961205,588.7920466689767,470.5603976665512
295,2.3758929909258812,591.1679396599026,470.44160301700487
296,2.1017566407168204,593.2696963006194,470.336515184969
297,2.1694773069287194,595.4391736075481,470.2280413196226
298,2.0373214601693688,597.4764950677175,470.12617524661414
299,2.4802114667491533,599.9567065344665,470.0021646732767
300,2.144438305853419,602.10114484032,469.894942757984
301,1.6223773802748185,603.7235222205948,469.81382388897026
302,1.6959604904563497,605.4194827110512,469.72902586444746
303,2.202950197002723,607.6224329080538,469.6188783545973
304,1.6309808826295351,609.2534137906833,469.53732931046585
305,2.402259417514737,611.6556732081981,469.4172163395901
306,2.2601885176739223,613.915861725872,469.3042069137064
307,1.6850969081356062,615.6009586340076,469.2199520682996
308,1.9106331541140262,617.5115917881217,469.1244204105939
309,1.886047202806795,619.3976389909285,469.03011805045355
310,1.8452685478348663,621.2429075387633,468.9378546230618
311,1.7221980293921653,622.9651055681555,468.85174472159224
312,1.5520268770658885,624.5171324452215,468.77414337773894
313,2.301516258363348,626.8186487035848,468.65906756482076
314,1.7571532122809022,628.5758019158657,468.57120990420674
315,1.7529597252739717,630.3287616411396,468.483561917943
316,2.358413964039188,632.6871756051788,468.36564121974106
317,2.3824563559682668,635.0696319611471,468.24651840194264
318,2.236363343010718,637.3059953041578,468.1347002347921
319,1.7820283318034535,639.0880236359612,468.04559881820194
320,1.5735861460905738,640.6616097820518,467.9669195108974
321,1.553835781579187,642.215445563631,467.88922772181843
322,2.2475737890620087,644.463019352693,467.77684903236536
323,2.405127202031374,646.8681465547244,467.6565926722638
324,2.0389161436357073,648.90706269836,467.554646865082
325,1.9998450812102808,650.9069077795704,467.4546546110215
326,2.085175160580213,652.9920829401506,467.35039585299245
327,2.005720042814569,654.9978029829651,467.25010985085174
328,1.934174631468875,656.931977614434,467.1534011192783
329,2.284576696650935,659.2165543110849,467.0391722844457
330,2.495213483307081,661.711767794392,466.9144116102804
331,2.4225554273336356,664.1343232217257,466.79328383891374
332,2.133791370991538,666.2681145927172,466.68659427036414
333,2.0749934529874823,668.3431080457046,466.58284459771477
334,2.1928498047295406,670.5359578504342,466.4732021074783
335,2.3528475216640317,672.8888053720982,466.3555597313951
336,2.254166401636062,675.1429717737343,466.24285141131327
337,1.9301833476175827,677.0731551213519,466.1463422439324
338,2.078802602933909,679.1519577242858,466.0424021137857
339,1.572768095090365,680.7247258193762,465.9637637090312
340,1.7945747053547425,682.519300524731,465.87403497376346
341,1.5727910956528866,684.0920916203838,465.79539541898083
342,2.407563237181658,686.4996548575655,465.67501725712174
343,2.14062996642366,688.6402848239891,465.56798575880055
344,1.8349225087313226,690.4752073327204,465.476239633364
345,1.6047928962449665,692.0800002289653,465.39599998855175
346,2.317387128592653,694.3973873575579,465.2801306321221
347,1.5056146733407916,695.9030020308987,465.20484989845505
348,1.6852837376923622,697.588285768591,465.12058571157047
349,2.146036354042199,699.7343221226332,465.01328389386833
350,2.1377645664993556,701.8720866891325,464.90639566554336
351,2.125496498386127,703.9975831875187,464.80012084062406
352,1.9206672585454108,705.9182504460641,464.7040874776968
353,1.9847766291895903,707.9030270752537,464.6048486462373
354,2.280637932308559,710.1836650075622,464.4908167496219
355,2.2903831594954207,712.4740481670576,464.37629759164713
356,2.31508025759767,714.7891284246552,464.2605435787672
357,1.7816087768297741,716.570737201485,464.1714631399258
358,1.823293334197236,718.3940305356823,464.08029847321586
359,2.0268118356465545,720.4208423713288,463.97895788143353
360,2.3367937980070197,722.7576361693358,463.8621181915332
361,2.1397072012709493,724.8973433706068,463.75513283146967
362,1.8663889061785857,726.7637322767854,463.6618133861607
363,1.7457298171084186,728.5094620938938,463.5745268953053
364,2.2277908741857932,730.7372529680796,463.463137351596
365,1.6979011700596276,732.4351541381392,463.378242293093
366,2.4194281851603447,734.8545823232995,463.257270883835
367,2.099732866206847,736.9543151895064,463.1522842405247
368,2.2596614508752904,739.2139766403817,463.0393011679809
369,1.5008290325350058,740.7148056729167,462.96425971635415
370,2.2558737765392123,742.9706794494559,462.8514660275272
371,1.5829702426037002,744.5536496920596,462.77231751539705
372,2.281412230367284,746.8350619224269,462.65824690387865
373,1.7154213092581307,748.550483231685,462.57247583841576
374,2.3639888824153883,750.9144721141004,462.454276394295
375,1.582534883564184,752.4970069976646,462.3751496501168
376,2.208013286015412,754.70502028368,462.264748985816
377,1.726015047252873,756.4310353309329,462.17844823345337
378,2.3858432698274443,758.8168786007603,462.059156069962
379,1.625388459808279,760.4422670605686,461.97788664697157
380,1.5386191732120256,761.9808862337807,461.90095568831094
381,1.9418438680154089,763.9227301017961,461.8038634949102
382,1.9395217615144826,765.8622518633106,461.7068874068345
383,1.788360681408228,767.6506125447188,461.61746937276405
384,2.089432479799293,769.740045024518,461.51299774877407
385,1.9538570816723335,771.6939021061904,461.4153048946905
386,2.2453923744191897,773.9392944806096,461.30303527596953
387,2.49631672635573,776.4356112069654,461.17821943965174
388,1.8106460535113746,778.2462572604768,461.0876871369762
389,2.1384361910759337,780.3846934515527,460.9807653274224
390,1.7905453544268302,782.1752388059796,460.89123805970104
391,1.905117803242049,784.0803566092217,460.7959821695389
392,2.39794515250171,786.4783017617234,460.67608491191385
393,2.056396546631544,788.5346983083549,460.57326508458226
394,1.785920346894408,790.3206186552493,460.4839690672375
395,1.5481588042437378,791.868777459493,460.4065611270253
396,2.1928645731467196,794.0616420326397,460.296917898368
397,2.3562102987109275,796.4178523313507,460.17910738343244
398,2.047080805487095,798.4649331368378,460.0767533431581
399,1.8784696701113606,800.3434028069491,459.98282985965255
400,2.116496469684744,802.4598992766339,459.87700503616827
401,1.8491133084977487,804.3090125851317,459.78454937074343
402,1.5786297883107554,805.8876423734424,459.7056178813279
403,1.807561448752864,807.6952038221953,459.61523980889024
404,2.3436558462213437,810.0388596684166,459.4980570165792
405,2.429900068096834,812.4687597365134,459.3765620131743
406,1.787017932611247,814.2557776691247,459.28721111654374
407,2.4796089488912996,816.7353866180159,459.1632306690992
408,1.9431296707512502,818.6785162887671,459.06607418556166
409,2.0894505665255556,820.7679668552927,458.96160165723535
410,1.979942389192899,822.7479092444855,458.8626045377757
411,1.8344556524549658,824.5823648969405,458.77088175515297
412,1.5488237461949401,826.1311886431354,458.69344056784325
413,2.3311354911693605,828.4623241343047,458.57688379328476
414,1.8983838599699614,830.3607079942747,458.48196460028623
415,1.5986452685092818,831.9593532627839,458.40203233686077
416,2.378321101719954,834.3376743645039,458.2831162817748
417,1.6008864680769113,835.9385608325808,458.20307195837097
418,1.6044014903419495,837.5429623229228,458.12285188385385
419,2.2764229134045255,839.8193852363273,458.00903073818364
420,1.6367562772570672,841.4561415135844,457.92719292432076
421,1.5128165959712765,842.9689581095556,457.8515520945222
422,1.5536420998889557,844.5226002094446,457.7738699895278
423,2.113336238860265,846.6359364483048,457.66820317758476
424,1.7136594541704788,848.3495959024754,457.58252020487623
425,2.44366356261716,850.7932594650925,457.4603370267454
426,2.2369366398884574,853.030196104981,457.348490194751
427,2.3271891708782717,855.3573852758592,457.23213073620707
428,2.0651932803663517,857.4225785562255,457.1288710721887
429,2.02299382725615,859.4455723834817,457.02772138082594
430,2.2120515415637434,861.6576239250454,456.9171188037477
431,1.7739560231974645,863.4315799482429,456.82842100258785
432,1.8123089545612985,865.2438889028042,456.7378055548598
433,1.6346411910983696,866.8785300939026,456.6560734953049
434,2.00414482835321,868.8826749222558,456.5558662538872
435,1.7148991700255176,870.5975740922813,456.4701212953859
436,2.2079980276994826,872.8055721199808,456.359721394001
437,2.1678074536874243,874.9733795736681,456.25133102131656
438,2.089554620683112,877.0629341943512,456.1468532902824
439,1.9930190386247997,879.055953232976,456.0472023383512
440,1.5698295384899632,880.625782771466,455.9687108614267
441,1.7368774624919914,882.362660233958,455.8818669883021
442,1.9973258468685229,884.3599860808265,455.7820006959587
443,1.758946472425937,886.1189325532524,455.6940533723374
444,2.0932428547025688,888.212175407955,455.58939122960226
445,2.1326603697070072,890.344835777662,455.4827582111169
446,2.1718977374156525,892.5167335150776,455.3741633242461
447,2.4068402697550493,894.9235737848327,455.2538213107584
448,1.7723991312082186,896.6959729160409,455.16520135419796
449,2.3263487871880484,899.022321703229,455.04888391483854
450,1.615910263081037,900.63823196631,454.9680884016845
451,2.210614636349579,902.8488466026595,454.857557669867
452,1.8639809226267645,904.7128275252862,454.7643586237357
453,1.5079397654557418,906.220767290742,454.6889616354629
454,1.7752666034043714,907.9960338941463,454.6001983052927
455,1.8582359233594872,909.8542698175058,454.5072865091247
456,1.9159656400394915,911.7702354575454,454.41148822712273
457,2.0642196713251293,913.8344551288704,454.30827724355646
458,1.8810373769754274,915.7154925058459,454.2142253747077
459,2.057933368755349,917.7734258746012,454.11132870626994
460,1.7107814008991369,919.4842072755004,454.025789636225
461,2.194894669670543,921.6791019451709,453.9160449027414
462,2.4188857752861592,924.0979877204571,453.7951006139771
463,2.0641226615965524,926.1621103820537,453.6918944808973
464,1.9857923003583893,928.1479026824121,453.59260486587937
465,1.771708443312285,929.9196111257244,453.5040194437138
466,1.5373146695089959,931.4569257952334,453.4271537102383
467,1.566187543200797,933.0231133384342,453.3488443330783
468,1.9872165074843497,935.0103298459186,453.2494835077041
469,1.830375810179308,936.840705656098,453.1579647171951
470,2.064500905726688,938.9052065618247,453.05473967190875
471,2.408627071768312,941.313833633593,452.93430831832035
472,2.3610436242388397,943.6748772578319,452.8162561371084
473,1.7072873439491905,945.3821646017811,452.73089176991095
474,2.2142316320028264,947.5963962337839,452.62018018831077
475,2.366853639118423,949.9632498729023,452.5018375063549
476,1.5327536356303484,951.4960035085327,452.4251998245734
477,2.448124919873245,953.944128428406,452.30279357857967
478,1.7893187570453506,955.7334471854513,452.2133276407274
479,1.5054568317857608,957.238904017237,452.13805479913816
480,1.892548658902979,959.13145267614,452.043427366193
481,1.5948505815798335,960.7263032577199,451.963684837114
482,1.836518018303713,962.5628212760237,451.8718589361988
483,1.5993241893216243,964.1621454653452,451.7918927267327
484,1.817788328030295,965.9799337933755,451.7010033103312
485,1.5033556476570618,967.4832894410325,451.62583552794837
486,2.157948500593054,969.6412379416256,451.5179381029187
487,2.3488775782343128,971.99011551986,451.400494224007
488,1.7161695336743765,973.7062850535343,451.31468574732327
489,2.023578653179489,975.7298637067138,451.2135068146643
490,2.357916924117967,978.0877806308317,451.0956109684584
491,1.52451642536816,979.6122970561998,451.01938514719
492,2.286018609078142,981.898315665278,450.9050842167361
493,1.61248577713978,983.5108014424178,450.8244599278791
494,2.204534739270632,985.7153361816885,450.7142331909156
495,1.6317423018597468,987.3470784835482,450.6326460758226
496,2.120109781249084,989.4671882647973,450.52664058676015
497,1.9614535217978804,991.4286417865952,450.42856791067027
498,1.6603114237398184,993.088953210335,450.3455523394832
499,2.1169806921658143,995.2059339025009,450.239703304875
500,1.9667331445677352,997.1726670470686,450.1413666476466
501,1.9061190937236143,999.0787861407922,450.0460606929604
502,1.9294101538079937,1001.0081962946002,449.94959018527
503,2.002671815364358,1003.0108681099646,449.84945659450176
504,1.9630690429250284,1004.9739371528896,449.75130314235554
505,1.8908964524140397,1006.8648336053036,449.6567583197348
506,1.5710916698937778,1008.4359252751974,449.57820373624014
507,1.538493523099631,1009.974418798297,449.50127906008515
508,1.9291237994025887,1011.9035425976996,449.404822870115
509,2.148624474225014,1014.0521670719246,449.29739164640375
510,2.2642976926632308,1016.3164647645879,449.1841767617706
511,2.4100163331410407,1018.7264810977289,449.0636759451136
512,1.9066496217192623,1020.6331307194481,448.9683434640276
513,2.3524374678943847,1022.9855681873424,448.8507215906329
514,1.6825644897443182,1024.6681326770868,448.7665933661457
515,1.7936809284943576,1026.461813605581,448.67690931972095
516,2.2001575173770274,1028.661971122958,448.5669014438521
517,1.9727666824958499,1030.6347378054538,448.46826310972733
518,1.9520220404955773,1032.5867598459495,448.37066200770255
519,1.8081408707171223,1034.3949007166666,448.28025496416666
520,1.5823080900157298,1035.9772088066823,448.2011395596659
521,1.6893118517032317,1037.6665206583855,448.1166739670807
522,1.785083185191761,1039.4516038435772,448.02741980782116
523,1.5361803324600594,1040.9877841760374,447.95061079119813
524,1.859615437830772,1042.8473996138682,447.8576300193066
525,2.3403991540327502,1045.1877987679009,447.74061006160497
526,2.396989007344073,1047.5847877752449,447.62076061123776
